County,Precinct,Biden VBM,Biden EV,Biden ED,Ossoff VBM,Ossoff EV,Ossoff ED,Registered Voters,Trump Election Day Votes,Trump Advanced Voting Votes,Trump Absentee by Mail Votes,Trump Provisional Votes,Trump Total Votes,Biden Election Day Votes,Biden Advanced Voting Votes,Biden Absentee by Mail Votes,Biden Provisional Votes,Biden Total Votes,Registered Voters,Perdue Election Day Votes,Perdue Advanced Voting Votes,Perdue Absentee by Mail Votes,Perdue Provisional Votes,Perdue Total Votes,Ossoff Election Day Votes,Ossoff Advanced Voting Votes,Ossoff Absentee by Mail Votes,Ossoff Provisional Votes,Ossoff Total Votes
Dougherty,18,90.40%,90.80%,87.20%,89.80%,91.60%,86.90%,2404,48,38,30,1,117,329,374,282,4,989,2404,50,34,30,0,114,326,369,265,5,965
Dougherty,19,71.30%,82.10%,60.30%,69.50%,82.10%,61.90%,693,62,26,31,0,119,94,119,77,0,290,693,59,26,32,0,117,96,119,73,0,288
Dougherty,20,70.90%,59.70%,34.40%,70.10%,58.80%,35.00%,2819,503,223,129,1,856,264,331,314,0,909,2819,490,227,129,1,847,264,324,302,0,890
Dougherty,21,83.90%,74.20%,56.70%,83.40%,74.60%,55.50%,1042,84,65,36,0,185,109,187,188,1,485,1042,85,62,36,0,183,105,182,181,1,469
Dougherty,22,88.50%,89.00%,84.20%,85.90%,87.60%,83.40%,2965,86,48,48,1,183,462,389,369,3,1223,2965,89,53,57,1,200,449,376,348,3,1176
Dougherty,23,73.10%,70.70%,55.00%,71.80%,70.20%,55.50%,2221,217,128,112,0,457,265,309,304,0,878,2221,210,128,112,0,450,262,302,285,0,849
Dougherty,24,93.30%,92.50%,93.80%,93.50%,92.30%,90.40%,1963,23,22,18,0,63,344,271,252,4,871,1963,35,22,17,0,74,326,265,245,4,840
Dougherty,25,54.60%,47.60%,19.10%,52.60%,45.80%,19.20%,1879,445,291,178,0,914,104,264,214,1,583,1879,443,300,181,0,924,104,253,201,1,559
Dougherty,26,96.70%,93.40%,89.30%,96.60%,93.30%,88.70%,1098,21,14,9,0,44,170,199,262,6,637,1098,21,14,9,1,45,168,196,253,4,621
Dougherty,27,46.90%,45.30%,39.70%,45.40%,44.50%,40.60%,1505,226,227,153,0,606,148,188,135,1,472,1505,222,231,154,0,607,151,185,128,1,465
Dougherty,28,97.10%,98.80%,95.60%,96.90%,97.60%,92.90%,1174,9,2,1,0,12,193,165,33,1,392,1174,14,4,1,0,19,183,163,31,1,378
Douglas,1258,68.50%,52.30%,49.50%,67.40%,52.20%,49.50%,6745,432,1105,430,2,1969,421,1211,935,4,2571,6745,422,1089,425,1,1937,411,1188,880,3,2482
Douglas,1259,60.00%,57.60%,58.80%,60.50%,57.00%,60.80%,1911,105,304,120,0,529,148,413,180,2,743,1911,98,306,113,0,517,150,406,173,2,731
Douglas,1260,48.30%,21.50%,19.30%,47.90%,21.10%,18.50%,4915,410,1991,437,0,2838,98,544,409,0,1051,4915,406,1977,429,0,2812,92,529,395,0,1016
Douglas,1270,90.10%,89.10%,83.70%,91.40%,89.30%,84.40%,4076,76,117,60,0,253,388,952,548,1,1889,4076,71,113,49,0,233,383,948,520,1,1852
Douglas,1271,43.50%,21.00%,15.40%,41.10%,21.40%,16.70%,3930,570,1327,385,0,2282,104,353,297,0,754,3930,555,1322,387,0,2264,111,361,270,0,742
Douglas,1272,57.80%,38.80%,38.10%,57.20%,38.70%,39.20%,5459,357,1381,443,1,2182,220,876,606,0,1702,5459,344,1370,432,0,2146,222,864,577,0,1663
Douglas,1273,64.10%,56.60%,55.40%,63.00%,56.80%,56.40%,3847,229,552,259,0,1040,284,720,462,0,1466,3847,220,542,258,0,1020,285,712,439,0,1436
Douglas,1274,61.40%,51.10%,49.20%,60.70%,50.20%,49.20%,1966,132,297,150,2,581,125,310,239,5,679,1966,129,298,144,1,572,122,300,222,4,648
Douglas,1275,86.40%,81.90%,80.10%,86.70%,82.10%,81.70%,6033,91,407,176,0,674,365,1843,1121,2,3331,6033,83,399,164,0,646,368,1829,1072,2,3271
Douglas,1276,68.00%,56.40%,58.20%,66.60%,56.20%,58.10%,3042,114,483,151,1,749,160,626,321,0,1107,3042,111,477,150,1,739,155,612,299,0,1066
Douglas,729,86.60%,86.20%,81.50%,86.70%,86.30%,83.40%,5634,96,256,143,2,497,431,1605,922,2,2960,5634,85,251,133,1,470,430,1576,869,2,2877
Douglas,730,72.10%,66.80%,70.00%,70.00%,66.20%,71.00%,5675,143,582,289,0,1014,330,1170,745,4,2249,5675,135,579,296,0,1010,326,1135,692,4,2157
Douglas,731,57.10%,50.00%,47.20%,57.00%,49.90%,47.60%,3500,247,604,279,1,1131,222,603,372,0,1197,3500,237,600,266,1,1104,216,598,353,0,1167
Douglas,732,89.30%,85.20%,82.40%,89.50%,85.40%,84.00%,3208,66,150,63,0,279,309,865,524,1,1699,3208,60,146,58,0,264,313,853,495,1,1662
Douglas,733,75.10%,69.40%,63.20%,76.10%,68.30%,64.20%,2990,142,304,132,1,579,237,691,399,9,1336,2990,135,311,123,1,570,236,671,392,8,1307
Douglas,734,59.40%,39.70%,36.50%,58.10%,39.60%,36.80%,2703,248,560,199,1,1008,142,368,291,1,802,2703,243,557,199,1,1000,141,365,276,1,783
Douglas,735,60.30%,40.10%,37.70%,59.00%,39.80%,38.60%,3901,309,753,280,0,1342,186,504,425,1,1116,3901,291,748,276,0,1315,182,494,397,1,1074
Douglas,736N,83.90%,70.00%,63.50%,82.90%,70.80%,66.30%,4016,140,491,136,0,767,238,1146,708,6,2098,4016,129,472,139,0,740,248,1142,676,6,2072
Douglas,736S,78.30%,67.50%,65.40%,78.10%,67.60%,66.60%,6353,184,903,283,0,1370,348,1878,1024,0,3250,6353,176,895,275,0,1346,351,1867,981,0,3199
Douglas,737,80.00%,74.90%,67.90%,79.90%,74.80%,71.30%,5177,132,383,160,2,677,280,1143,639,3,2065,5177,116,381,153,1,651,287,1132,610,4,2033
Douglas,738,61.60%,45.00%,43.90%,60.60%,46.00%,43.50%,2253,179,394,178,0,751,140,323,286,0,749,2253,178,379,176,0,733,137,323,271,0,731
Douglas,739,73.50%,64.10%,53.00%,72.60%,63.30%,52.80%,4149,185,619,251,1,1056,209,1104,695,1,2009,4149,184,626,247,1,1058,206,1078,655,1,1940
Douglas,740,69.10%,58.70%,48.20%,67.90%,58.00%,48.90%,2478,115,411,203,0,729,106,583,453,1,1143,2478,113,416,206,0,735,108,575,436,0,1119
Douglas,784,81.30%,74.40%,64.60%,80.60%,74.50%,66.40%,4359,122,478,169,1,770,224,1386,737,0,2347,4359,110,470,169,1,750,219,1376,701,0,2296
Douglas,785,91.90%,84.70%,86.50%,91.80%,85.40%,85.80%,4220,39,287,58,0,384,248,1587,660,1,2496,4220,40,273,57,0,370,241,1591,639,1,2472
Early,A,74.70%,48.60%,47.30%,73.40%,45.10%,47.80%,911,119,127,48,0,294,107,120,142,0,369,911,118,135,49,0,302,108,111,135,0,354
Early,B,66.00%,56.50%,77.50%,63.00%,52.60%,71.70%,3445,122,550,158,3,833,431,714,307,0,1452,3445,148,580,166,3,897,382,644,283,0,1309
Early,CS,48.00%,21.30%,9.60%,44.90%,18.90%,10.50%,1114,263,285,93,0,641,28,77,86,0,191,1114,256,288,92,0,636,30,67,75,0,172
Early,CUBA,69.50%,31.20%,26.00%,69.40%,29.50%,24.30%,1180,179,306,50,0,535,63,139,114,0,316,1180,181,311,49,0,541,58,130,111,0,299
Early,U,34.30%,19.50%,12.80%,30.70%,17.50%,13.00%,670,116,236,67,0,419,17,57,35,0,109,670,114,236,70,0,420,17,50,31,0,98
Echols,1058,20.90%,10.10%,12.70%,20.80%,10.10%,12.30%,2156,226,909,121,0,1256,33,102,32,0,167,2156,221,897,114,0,1232,31,101,30,0,162
Effingham,1A,50.20%,18.10%,13.70%,51.80%,18.10%,15.10%,1965,401,660,106,1,1168,64,146,107,0,317,1965,377,649,95,1,1122,67,143,102,0,312
Effingham,1B,38.00%,13.00%,13.30%,37.90%,13.30%,13.80%,3005,624,941,186,2,1753,96,140,114,0,350,3005,602,919,172,2,1695,97,141,105,0,343
Effingham,1C,46.90%,18.70%,16.20%,48.40%,20.20%,17.30%,1446,413,300,69,0,782,80,69,61,0,210,1446,406,296,64,0,766,85,75,60,0,220
Effingham,1D,39.40%,11.20%,9.30%,39.20%,11.00%,10.00%,2031,545,570,114,1,1230,56,72,74,0,202,2031,538,560,104,1,1203,60,69,67,0,196
Effingham,2A,43.30%,20.60%,16.20%,43.80%,20.00%,14.80%,3038,599,919,204,1,1723,116,238,156,0,510,3038,604,914,194,1,1713,105,228,151,0,484
Effingham,2B,47.30%,24.80%,17.90%,47.40%,24.50%,19.20%,3010,542,787,192,1,1522,116,259,172,2,549,3010,521,783,179,1,1484,123,254,161,1,539
Effingham,2C,51.90%,23.10%,21.30%,56.30%,23.60%,20.80%,4621,637,1491,287,3,2418,172,448,310,1,931,4621,627,1456,248,3,2334,164,449,320,1,934
Effingham,3A,36.70%,15.70%,14.10%,35.60%,15.20%,15.00%,1398,324,428,88,0,840,53,80,51,0,184,1398,311,423,85,0,819,55,76,47,0,178
Effingham,3B,61.60%,28.40%,35.90%,58.00%,27.00%,35.80%,1553,257,394,71,0,722,144,156,114,0,414,1553,257,398,73,0,728,143,147,101,0,391
Effingham,3C,35.20%,22.20%,19.60%,35.90%,22.30%,18.90%,2060,295,699,114,1,1109,71,200,62,1,334,2060,296,688,109,1,1094,68,198,61,1,328
Effingham,3D,53.60%,21.80%,26.60%,53.30%,21.90%,27.70%,3125,442,1019,140,5,1606,161,284,162,1,608,3125,427,1004,135,4,1570,164,281,154,1,600
Effingham,4A,45.40%,20.70%,17.00%,44.40%,20.80%,18.20%,3726,473,1253,207,0,1933,95,327,172,2,596,3726,463,1237,208,0,1908,101,325,166,2,594
Effingham,4B,63.70%,26.30%,24.00%,62.30%,26.80%,25.90%,1888,234,523,90,0,847,74,187,158,0,419,1888,226,513,86,0,825,79,188,142,0,409
Effingham,4C,39.50%,11.30%,13.70%,41.10%,12.20%,15.00%,2837,429,991,182,0,1602,68,126,119,0,313,2837,413,972,175,0,1560,73,135,122,0,330
Effingham,5A,42.20%,18.40%,19.50%,43.80%,18.00%,21.10%,2924,421,955,174,1,1551,100,216,127,2,445,2924,406,945,162,1,1514,107,208,126,2,443
Effingham,5B,57.90%,32.00%,30.90%,56.80%,32.40%,31.90%,3962,475,1036,196,0,1707,211,488,270,1,970,3962,459,1017,194,1,1671,215,488,255,0,958
Effingham,5C,51.00%,27.00%,24.30%,53.50%,27.00%,24.50%,1684,239,505,100,1,845,75,187,104,2,368,1684,234,499,93,0,826,75,185,107,1,368
Elbert,189,59.80%,41.60%,56.60%,59.10%,40.10%,55.70%,3798,172,876,278,0,1326,224,625,414,0,1263,3798,172,883,274,0,1329,216,590,396,0,1202
Elbert,190,46.50%,21.60%,18.60%,40.90%,19.70%,18.60%,622,105,189,53,0,347,24,52,46,0,122,622,105,192,55,0,352,24,47,38,0,109
Elbert,191,47.00%,17.30%,16.60%,43.90%,17.10%,14.40%,748,151,248,70,0,469,30,52,62,0,144,748,154,248,74,0,476,26,51,58,0,135
Elbert,192,40.00%,14.80%,7.60%,36.20%,13.30%,7.70%,377,110,92,45,0,247,9,16,30,0,55,377,108,91,44,0,243,9,14,25,0,48
Elbert,193,47.90%,20.80%,26.80%,44.90%,19.70%,23.70%,1095,131,411,88,0,630,48,108,81,0,237,1095,132,412,92,0,636,41,101,75,0,217
Elbert,196,50.60%,15.30%,14.90%,49.40%,13.80%,15.10%,468,103,127,41,0,271,18,23,42,0,83,468,101,125,41,0,267,18,20,40,0,78
Elbert,197,64.10%,30.10%,18.50%,62.90%,31.10%,17.40%,1596,229,407,120,0,756,52,175,214,0,441,1596,228,394,119,0,741,48,178,202,0,428
Elbert,199,27.80%,15.00%,5.50%,27.30%,15.10%,5.40%,570,189,125,57,0,371,11,22,22,0,55,570,192,124,56,0,372,11,22,21,0,54
Elbert,201,43.10%,15.40%,16.30%,40.40%,14.30%,16.90%,1612,350,493,119,0,962,68,90,90,0,248,1612,344,492,118,0,954,70,82,80,0,232
Elbert,202,43.50%,23.20%,14.00%,37.50%,24.20%,11.20%,408,92,116,35,0,243,15,35,27,0,77,408,95,116,40,0,251,12,37,24,0,73
Elbert,315,41.90%,17.80%,12.80%,37.90%,17.60%,10.90%,1011,205,324,75,0,604,30,70,54,0,154,1011,205,322,77,0,604,25,69,47,0,141
Emanuel,50,21.20%,6.90%,4.30%,19.20%,8.30%,5.50%,686,266,149,41,0,456,12,11,11,0,34,686,260,144,42,0,446,15,13,10,0,38
